PLAYER_NAME,TEAM_NAME,ACTION_TYPE,SHOT_ZONE_BASIC,LOC_X,LOC_Y,SHOT_MADE_FLAG
Damian Lillard,Portland Trail Blazers,Driving Layup Shot,Restricted Area,-6,0,1
Damian Lillard,Portland Trail Blazers,Pullup Jump shot,Mid-Range,-67,148,1
Damian Lillard,Portland Trail Blazers,Step Back Jump shot,Above the Break 3,-162,176,1
Damian Lillard,Portland Trail Blazers,Driving Layup Shot,Restricted Area,8,10,0
Damian Lillard,Portland Trail Blazers,Alley Oop Layup shot,Restricted Area,-3,4,1
Damian Lillard,Portland Trail Blazers,Pullup Jump shot,Above the Break 3,-71,281,0
Damian Lillard,Portland Trail Blazers,Jump Shot,Right Corner 3,236,58,1
Damian Lillard,Portland Trail Blazers,Running Pull-Up Jump Shot,Above the Break 3,-88,252,1
Damian Lillard,Portland Trail Blazers,Jump Shot,Above the Break 3,8,293,0
Damian Lillard,Portland Trail Blazers,Jump Shot,Above the Break 3,151,227,0
Damian Lillard,Portland Trail Blazers,Floating Jump shot,Mid-Range,6,141,0
Damian Lillard,Portland Trail Blazers,Floating Jump shot,In The Paint (Non-RA),3,111,0
Damian Lillard,Portland Trail Blazers,Layup Shot,Restricted Area,-14,4,1
Damian Lillard,Portland Trail Blazers,Jump Shot,Above the Break 3,-142,257,0
Damian Lillard,Portland Trail Blazers,Driving Finger Roll Layup Shot,Restricted Area,8,2,0
Damian Lillard,Portland Trail Blazers,Jump Shot,Above the Break 3,127,246,0
Damian Lillard,Portland Trail Blazers,Pullup Jump shot,Above the Break 3,-124,208,1
Damian Lillard,Portland Trail Blazers,Pullup Jump shot,Above the Break 3,25,273,0
Damian Lillard,Portland Trail Blazers,Driving Finger Roll Layup Shot,Restricted Area,-14,5,1
Damian Lillard,Portland Trail Blazers,Jump Shot,Above the Break 3,137,229,0
Damian Lillard,Portland Trail Blazers,Driving Floating Jump Shot,In The Paint (Non-RA),-24,90,1
Damian Lillard,Portland Trail Blazers,Running Pull-Up Jump Shot,Above the Break 3,-11,285,0
Damian Lillard,Portland Trail Blazers,Fadeaway Jump Shot,Mid-Range,147,36,0
Damian Lillard,Portland Trail Blazers,Driving Layup Shot,Restricted Area,25,2,0
Damian Lillard,Portland Trail Blazers,Layup Shot,Restricted Area,-19,6,1
Damian Lillard,Portland Trail Blazers,Jump Shot,Above the Break 3,-94,256,0
Damian Lillard,Portland Trail Blazers,Dunk Shot,Restricted Area,9,21,0
Damian Lillard,Portland Trail Blazers,Driving Layup Shot,Restricted Area,-15,4,1
Damian Lillard,Portland Trail Blazers,Jump Shot,Above the Break 3,-8,268,0
Damian Lillard,Portland Trail Blazers,Driving Reverse Layup Shot,Restricted Area,-14,6,1
Damian Lillard,Portland Trail Blazers,Jump Shot,Above the Break 3,-218,114,0
Damian Lillard,Portland Trail Blazers,Jump Shot,Above the Break 3,148,250,1
Damian Lillard,Portland Trail Blazers,Driving Layup Shot,Restricted Area,22,3,1
Damian Lillard,Portland Trail Blazers,Reverse Layup Shot,Restricted Area,-18,6,0
Damian Lillard,Portland Trail Blazers,Driving Finger Roll Layup Shot,Restricted Area,20,9,0
Damian Lillard,Portland Trail Blazers,Pullup Jump shot,Mid-Range,-119,31,1
Lance Stephenson,Indiana Pacers,Jump Shot,Right Corner 3,234,27,0
Lance Stephenson,Indiana Pacers,Driving Dunk Shot,Restricted Area,18,8,1
Lance Stephenson,Indiana Pacers,Jump Shot,Right Corner 3,228,16,1
Lance Stephenson,Indiana Pacers,Jump Shot,Above the Break 3,-9,251,0
Lance Stephenson,Indiana Pacers,Layup Shot,Restricted Area,-8,16,0
Lance Stephenson,Indiana Pacers,Running Layup Shot,Restricted Area,-8,6,1
Lance Stephenson,Indiana Pacers,Driving Floating Jump Shot,In The Paint (Non-RA),-42,14,1
Lance Stephenson,Indiana Pacers,Jump Shot,Right Corner 3,232,15,0
Lance Stephenson,Indiana Pacers,Driving Floating Jump Shot,Restricted Area,-7,12,0
Lance Stephenson,Indiana Pacers,Putback Layup Shot,Restricted Area,0,-6,1
Lance Stephenson,Indiana Pacers,Driving Floating Bank Jump Shot,In The Paint (Non-RA),63,64,0
Lance Stephenson,Indiana Pacers,Pullup Jump shot,Mid-Range,-114,120,0
Lance Stephenson,Indiana Pacers,Pullup Jump shot,Mid-Range,-19,180,1
Lance Stephenson,Indiana Pacers,Pullup Jump shot,Above the Break 3,-123,224,0
Lance Stephenson,Indiana Pacers,Driving Layup Shot,Restricted Area,16,20,1
Lance Stephenson,Indiana Pacers,Driving Layup Shot,Restricted Area,22,6,1
Lance Stephenson,Indiana Pacers,Pullup Jump shot,Above the Break 3,46,388,0
Lance Stephenson,Indiana Pacers,Driving Reverse Layup Shot,Restricted Area,-6,11,1
Lance Stephenson,Indiana Pacers,Driving Layup Shot,Restricted Area,-3,10,0
Lance Stephenson,Indiana Pacers,Putback Layup Shot,Restricted Area,0,-6,1
Lance Stephenson,Indiana Pacers,Driving Finger Roll Layup Shot,Restricted Area,5,10,1
Lance Stephenson,Indiana Pacers,Driving Finger Roll Layup Shot,Restricted Area,3,4,1
Lance Stephenson,Indiana Pacers,Pullup Jump shot,Mid-Range,-107,142,0
Lance Stephenson,Indiana Pacers,Driving Finger Roll Layup Shot,In The Paint (Non-RA),-20,43,0
Lance Stephenson,Indiana Pacers,Step Back Jump shot,Mid-Range,195,-1,1
Lance Stephenson,Indiana Pacers,Pullup Jump shot,Mid-Range,60,197,0
Lance Stephenson,Indiana Pacers,Jump Shot,Right Corner 3,233,60,0
Lance Stephenson,Indiana Pacers,Driving Layup Shot,Restricted Area,-3,15,0
Lance Stephenson,Indiana Pacers,Driving Finger Roll Layup Shot,Restricted Area,-8,0,1
Lance Stephenson,Indiana Pacers,Jump Shot,Above the Break 3,138,228,1
Lance Stephenson,Indiana Pacers,Pullup Jump shot,Mid-Range,-92,159,0
Lance Stephenson,Indiana Pacers,Fadeaway Jump Shot,Mid-Range,120,22,1
Lance Stephenson,Indiana Pacers,Jump Shot,Above the Break 3,-98,273,0
Lance Stephenson,Indiana Pacers,Pullup Jump shot,Mid-Range,106,112,0
Lance Stephenson,Indiana Pacers,Layup Shot,Restricted Area,0,-9,1
Lance Stephenson,Indiana Pacers,Turnaround Fadeaway shot,In The Paint (Non-RA),-57,93,1
Lance Stephenson,Indiana Pacers,Pullup Jump shot,Above the Break 3,128,247,0
Lance Stephenson,Indiana Pacers,Driving Layup Shot,In The Paint (Non-RA),76,21,0
Lance Stephenson,Indiana Pacers,Jump Shot,Above the Break 3,-136,266,0
Lance Stephenson,Indiana Pacers,Jump Shot,Right Corner 3,231,85,1
Lance Stephenson,Indiana Pacers,Jump Shot,Above the Break 3,123,255,0
Lance Stephenson,Indiana Pacers,Driving Layup Shot,Restricted Area,17,10,1
Lance Stephenson,Indiana Pacers,Running Layup Shot,Restricted Area,18,6,1
Lance Stephenson,Indiana Pacers,Jump Shot,Above the Break 3,80,262,1
Lance Stephenson,Indiana Pacers,Driving Layup Shot,Restricted Area,11,8,0
Lance Stephenson,Indiana Pacers,Driving Floating Bank Jump Shot,Restricted Area,-7,-8,0
Lance Stephenson,Indiana Pacers,Jump Shot,Right Corner 3,227,36,0
Lance Stephenson,Indiana Pacers,Jump Shot,Backcourt,-18,572,0
Lance Stephenson,Indiana Pacers,Jump Shot,Right Corner 3,232,22,0
Lance Stephenson,Indiana Pacers,Pullup Jump shot,Mid-Range,-16,168,1
Lance Stephenson,Indiana Pacers,Pullup Jump shot,Above the Break 3,140,222,1
Lance Stephenson,Indiana Pacers,Jump Shot,Above the Break 3,2,267,0
Lance Stephenson,Indiana Pacers,Driving Floating Bank Jump Shot,Restricted Area,-9,8,0
Lance Stephenson,Indiana Pacers,Turnaround Jump Shot,In The Paint (Non-RA),-25,57,1
Lance Stephenson,Indiana Pacers,Driving Layup Shot,Restricted Area,4,0,0
Lance Stephenson,Indiana Pacers,Jump Shot,Above the Break 3,-183,197,1
Lance Stephenson,Indiana Pacers,Pullup Jump shot,Mid-Range,-5,213,1
Lance Stephenson,Indiana Pacers,Step Back Jump shot,Above the Break 3,119,235,0
Lance Stephenson,Indiana Pacers,Jump Shot,Above the Break 3,-103,240,0
Lance Stephenson,Indiana Pacers,Jump Shot,Above the Break 3,202,220,1
Lance Stephenson,Indiana Pacers,Jump Shot,Above the Break 3,128,277,1
Lance Stephenson,Indiana Pacers,Pullup Jump shot,Mid-Range,-141,100,0
Lance Stephenson,Indiana Pacers,Driving Layup Shot,Restricted Area,6,8,1
Lance Stephenson,Indiana Pacers,Jump Shot,Right Corner 3,237,38,0
Lance Stephenson,Indiana Pacers,Step Back Jump shot,Above the Break 3,-181,211,0
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Mid-Range,-141,78,0
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Above the Break 3,-11,258,0
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Mid-Range,122,52,1
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Mid-Range,-141,81,0
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Mid-Range,-8,148,1
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Above the Break 3,-98,243,0
Carmelo Anthony,Oklahoma City Thunder,Driving Dunk Shot,Restricted Area,-8,11,1
Carmelo Anthony,Oklahoma City Thunder,Pullup Jump shot,Above the Break 3,-198,163,1
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Above the Break 3,-55,249,0
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Above the Break 3,-11,257,0
Carmelo Anthony,Oklahoma City Thunder,Pullup Jump shot,Mid-Range,94,150,0
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Above the Break 3,123,224,0
Carmelo Anthony,Oklahoma City Thunder,Running Jump Shot,Above the Break 3,122,229,1
Carmelo Anthony,Oklahoma City Thunder,Running Pull-Up Jump Shot,Above the Break 3,-55,256,0
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Left Corner 3,-234,22,1
Carmelo Anthony,Oklahoma City Thunder,Turnaround Fadeaway shot,In The Paint (Non-RA),76,2,0
Carmelo Anthony,Oklahoma City Thunder,Pullup Jump shot,Above the Break 3,-103,233,0
Carmelo Anthony,Oklahoma City Thunder,Pullup Jump shot,Mid-Range,128,32,0
Carmelo Anthony,Oklahoma City Thunder,Driving Layup Shot,Restricted Area,-9,8,1
Carmelo Anthony,Oklahoma City Thunder,Pullup Jump shot,Mid-Range,-152,49,1
Carmelo Anthony,Oklahoma City Thunder,Running Jump Shot,Above the Break 3,-3,280,0
Carmelo Anthony,Oklahoma City Thunder,Driving Layup Shot,Restricted Area,2,-6,0
Carmelo Anthony,Oklahoma City Thunder,Pullup Jump shot,Mid-Range,117,156,1
Carmelo Anthony,Oklahoma City Thunder,Pullup Jump shot,Above the Break 3,51,247,0
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Above the Break 3,110,231,1
Carmelo Anthony,Oklahoma City Thunder,Step Back Jump shot,Mid-Range,-111,-1,1
Carmelo Anthony,Oklahoma City Thunder,Turnaround Jump Shot,Mid-Range,-109,55,0
Carmelo Anthony,Oklahoma City Thunder,Pullup Jump shot,Above the Break 3,-102,224,0
Carmelo Anthony,Oklahoma City Thunder,Driving Layup Shot,Restricted Area,27,16,0
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Above the Break 3,206,174,0
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Above the Break 3,-57,242,0
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Right Corner 3,220,42,1
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Above the Break 3,-146,203,0
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Mid-Range,164,68,1
Carmelo Anthony,Oklahoma City Thunder,Dunk Shot,Restricted Area,-15,9,1
Carmelo Anthony,Oklahoma City Thunder,Pullup Jump shot,Mid-Range,-86,45,1
Carmelo Anthony,Oklahoma City Thunder,Pullup Jump shot,Mid-Range,-123,63,0
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Above the Break 3,79,238,1
Carmelo Anthony,Oklahoma City Thunder,Driving Layup Shot,Restricted Area,-12,17,1
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Above the Break 3,-88,248,0
Carmelo Anthony,Oklahoma City Thunder,Pullup Jump shot,Mid-Range,-1,144,0
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Above the Break 3,-206,121,0
Carmelo Anthony,Oklahoma City Thunder,Driving Layup Shot,Restricted Area,-15,10,0
Carmelo Anthony,Oklahoma City Thunder,Alley Oop Layup shot,Restricted Area,14,4,1
Carmelo Anthony,Oklahoma City Thunder,Layup Shot,Restricted Area,-30,-1,0
Carmelo Anthony,Oklahoma City Thunder,Layup Shot,Restricted Area,-2,15,0
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Above the Break 3,-103,225,0
Carmelo Anthony,Oklahoma City Thunder,Pullup Jump shot,Mid-Range,-105,29,0
Carmelo Anthony,Oklahoma City Thunder,Turnaround Fadeaway shot,In The Paint (Non-RA),-70,56,1
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Mid-Range,123,134,0
Carmelo Anthony,Oklahoma City Thunder,Layup Shot,Restricted Area,30,10,1
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Above the Break 3,-180,180,0
Carmelo Anthony,Oklahoma City Thunder,Step Back Jump shot,In The Paint (Non-RA),-60,101,1
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Above the Break 3,-144,210,0
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Above the Break 3,55,246,0
Carmelo Anthony,Oklahoma City Thunder,Putback Layup Shot,In The Paint (Non-RA),-17,47,0
Carmelo Anthony,Oklahoma City Thunder,Step Back Jump shot,Mid-Range,96,31,1
Carmelo Anthony,Oklahoma City Thunder,Pullup Jump shot,Mid-Range,-159,111,0
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Above the Break 3,129,210,0
Carmelo Anthony,Oklahoma City Thunder,Pullup Jump shot,Mid-Range,131,2,0
Carmelo Anthony,Oklahoma City Thunder,Driving Layup Shot,Restricted Area,2,2,0
Carmelo Anthony,Oklahoma City Thunder,Driving Layup Shot,Restricted Area,10,8,1
Carmelo Anthony,Oklahoma City Thunder,Pullup Jump shot,Above the Break 3,-153,206,0
Carmelo Anthony,Oklahoma City Thunder,Jump Shot,Right Corner 3,225,28,0
Carmelo Anthony,Oklahoma City Thunder,Pullup Jump shot,Mid-Range,71,210,1
Carmelo Anthony,Oklahoma City Thunder,Pullup Jump shot,Mid-Range,-194,74,0
Carmelo Anthony,Oklahoma City Thunder,Driving Layup Shot,In The Paint (Non-RA),36,21,1
Carmelo Anthony,Oklahoma City Thunder,Driving Layup Shot,In The Paint (Non-RA),70,37,0
Carmelo Anthony,Oklahoma City Thunder,Pullup Jump shot,Mid-Range,-152,13,0
Carmelo Anthony,Oklahoma City Thunder,Pullup Jump shot,Mid-Range,-127,46,1
Carmelo Anthony,Oklahoma City Thunder,Pullup Jump shot,Mid-Range,-146,78,0
Carmelo Anthony,Oklahoma City Thunder,Turnaround Fadeaway shot,Mid-Range,-94,79,1
Derrick Rose,Minnesota Timberwolves,Turnaround Hook Shot,In The Paint (Non-RA),-70,56,0
Derrick Rose,Minnesota Timberwolves,Jump Shot,Above the Break 3,-192,187,0
Derrick Rose,Minnesota Timberwolves,Cutting Layup Shot,Restricted Area,13,17,1
Derrick Rose,Minnesota Timberwolves,Driving Layup Shot,Restricted Area,-21,10,0
Derrick Rose,Minnesota Timberwolves,Running Finger Roll Layup Shot,Restricted Area,7,5,1
Derrick Rose,Minnesota Timberwolves,Step Back Jump shot,Mid-Range,123,168,1
Derrick Rose,Minnesota Timberwolves,Running Layup Shot,Restricted Area,-20,5,1
Derrick Rose,Minnesota Timberwolves,Step Back Jump shot,Mid-Range,185,104,0
Derrick Rose,Minnesota Timberwolves,Pullup Jump shot,Mid-Range,-159,128,0
Derrick Rose,Minnesota Timberwolves,Pullup Jump shot,Mid-Range,161,33,1
Derrick Rose,Minnesota Timberwolves,Driving Finger Roll Layup Shot,Restricted Area,9,27,0
Derrick Rose,Minnesota Timberwolves,Cutting Layup Shot,Restricted Area,19,-6,1
Derrick Rose,Minnesota Timberwolves,Jump Shot,Right Corner 3,233,-5,1
Derrick Rose,Minnesota Timberwolves,Jump Shot,Mid-Range,-137,57,0
Derrick Rose,Minnesota Timberwolves,Cutting Layup Shot,Restricted Area,-10,14,1
Derrick Rose,Minnesota Timberwolves,Fadeaway Jump Shot,In The Paint (Non-RA),76,68,0
Derrick Rose,Minnesota Timberwolves,Driving Layup Shot,Restricted Area,5,5,0
Derrick Rose,Minnesota Timberwolves,Finger Roll Layup Shot,In The Paint (Non-RA),-14,52,0
Derrick Rose,Minnesota Timberwolves,Driving Layup Shot,Restricted Area,5,-4,1
Derrick Rose,Minnesota Timberwolves,Jump Shot,Right Corner 3,232,15,1
Derrick Rose,Minnesota Timberwolves,Pullup Jump shot,Mid-Range,-115,184,1
Derrick Rose,Minnesota Timberwolves,Pullup Jump shot,Mid-Range,-95,157,0
Derrick Rose,Minnesota Timberwolves,Driving Reverse Layup Shot,Restricted Area,2,6,0
Derrick Rose,Minnesota Timberwolves,Fadeaway Jump Shot,In The Paint (Non-RA),-20,68,0
Derrick Rose,Minnesota Timberwolves,Layup Shot,Restricted Area,-6,11,1
Derrick Rose,Minnesota Timberwolves,Driving Layup Shot,Restricted Area,13,26,0
Derrick Rose,Minnesota Timberwolves,Driving Reverse Layup Shot,Restricted Area,7,-4,1
Derrick Rose,Minnesota Timberwolves,Layup Shot,Restricted Area,3,6,1
Derrick Rose,Minnesota Timberwolves,Step Back Jump shot,Mid-Range,-11,164,1
Derrick Rose,Minnesota Timberwolves,Jump Shot,Mid-Range,36,193,0
Derrick Rose,Minnesota Timberwolves,Cutting Layup Shot,Restricted Area,2,14,1
Derrick Rose,Minnesota Timberwolves,Turnaround Hook Shot,In The Paint (Non-RA),-3,48,0
Derrick Rose,Minnesota Timberwolves,Pullup Jump shot,Mid-Range,-119,109,1
Derrick Rose,Minnesota Timberwolves,Driving Layup Shot,Restricted Area,-5,6,1
Derrick Rose,Minnesota Timberwolves,Turnaround Jump Shot,In The Paint (Non-RA),10,76,0
Derrick Rose,Minnesota Timberwolves,Jump Shot,In The Paint (Non-RA),49,91,0
Derrick Rose,Minnesota Timberwolves,Jump Shot,In The Paint (Non-RA),49,4,0
Derrick Rose,Minnesota Timberwolves,Jump Shot,Right Corner 3,232,-15,1
Derrick Rose,Minnesota Timberwolves,Jump Shot,Right Corner 3,226,10,0
Derrick Rose,Minnesota Timberwolves,Turnaround Jump Shot,In The Paint (Non-RA),-3,69,0
Derrick Rose,Minnesota Timberwolves,Cutting Layup Shot,Restricted Area,13,6,0
Derrick Rose,Minnesota Timberwolves,Driving Layup Shot,Restricted Area,0,10,1
Derrick Rose,Minnesota Timberwolves,Layup Shot,Restricted Area,2,8,1
Derrick Rose,Minnesota Timberwolves,Jump Shot,Above the Break 3,-149,190,1
Derrick Rose,Minnesota Timberwolves,Driving Layup Shot,Restricted Area,-2,-5,1
Derrick Rose,Minnesota Timberwolves,Step Back Jump shot,Mid-Range,120,152,0
Derrick Rose,Minnesota Timberwolves,Layup Shot,Restricted Area,19,9,1
Derrick Rose,Minnesota Timberwolves,Step Back Jump shot,Mid-Range,51,200,1
Derrick Rose,Minnesota Timberwolves,Jump Shot,Mid-Range,5,179,0
Derrick Rose,Minnesota Timberwolves,Jump Shot,Right Corner 3,233,-13,1
Derrick Rose,Minnesota Timberwolves,Jump Shot,Right Corner 3,230,6,1
Derrick Rose,Minnesota Timberwolves,Jump Shot,Right Corner 3,231,17,1
Derrick Rose,Minnesota Timberwolves,Layup Shot,Restricted Area,3,19,0
Derrick Rose,Minnesota Timberwolves,Cutting Layup Shot,Restricted Area,-13,10,0
Derrick Rose,Minnesota Timberwolves,Jump Shot,Left Corner 3,-230,20,0
Derrick Rose,Minnesota Timberwolves,Cutting Layup Shot,Restricted Area,2,4,1
Derrick Rose,Minnesota Timberwolves,Pullup Jump shot,Mid-Range,-148,85,0
Jabari Parker,Milwaukee Bucks,Pullup Jump shot,Mid-Range,-132,149,0
Jabari Parker,Milwaukee Bucks,Driving Layup Shot,Restricted Area,25,4,0
Jabari Parker,Milwaukee Bucks,Cutting Dunk Shot,Restricted Area,7,5,1
Jabari Parker,Milwaukee Bucks,Driving Layup Shot,Restricted Area,19,19,0
Jabari Parker,Milwaukee Bucks,Jump Shot,Right Corner 3,231,-8,0
Jabari Parker,Milwaukee Bucks,Pullup Jump shot,Mid-Range,-58,194,0
Jabari Parker,Milwaukee Bucks,Driving Hook Shot,In The Paint (Non-RA),46,22,0
Jabari Parker,Milwaukee Bucks,Jump Shot,Right Corner 3,231,79,0
Jabari Parker,Milwaukee Bucks,Running Alley Oop Dunk Shot,Restricted Area,-5,16,1
Jabari Parker,Milwaukee Bucks,Jump Shot,Mid-Range,-15,187,0
Jabari Parker,Milwaukee Bucks,Putback Dunk Shot,Restricted Area,0,-6,1
Jabari Parker,Milwaukee Bucks,Jump Shot,Left Corner 3,-236,-1,0
Jabari Parker,Milwaukee Bucks,Running Finger Roll Layup Shot,Restricted Area,-19,9,1
Jabari Parker,Milwaukee Bucks,Layup Shot,Restricted Area,6,16,1
Jabari Parker,Milwaukee Bucks,Driving Layup Shot,Restricted Area,-27,25,1
Jabari Parker,Milwaukee Bucks,Jump Shot,Left Corner 3,-224,-17,1
Jabari Parker,Milwaukee Bucks,Jump Shot,Above the Break 3,82,256,0
Jabari Parker,Milwaukee Bucks,Dunk Shot,Restricted Area,14,17,1
Jabari Parker,Milwaukee Bucks,Jump Shot,Mid-Range,-16,207,0
Jabari Parker,Milwaukee Bucks,Driving Hook Shot,In The Paint (Non-RA),32,43,0
Jabari Parker,Milwaukee Bucks,Driving Dunk Shot,Restricted Area,0,4,1
Jabari Parker,Milwaukee Bucks,Jump Shot,Above the Break 3,-152,208,1
Jabari Parker,Milwaukee Bucks,Driving Layup Shot,Restricted Area,5,21,0
Jabari Parker,Milwaukee Bucks,Jump Shot,Mid-Range,-120,-26,0
Jabari Parker,Milwaukee Bucks,Jump Shot,Above the Break 3,-4,266,1
Jabari Parker,Milwaukee Bucks,Step Back Jump shot,In The Paint (Non-RA),-63,127,1
Jabari Parker,Milwaukee Bucks,Jump Shot,Mid-Range,-95,-13,0
Jabari Parker,Milwaukee Bucks,Turnaround Jump Shot,In The Paint (Non-RA),-62,2,1
Jabari Parker,Milwaukee Bucks,Jump Shot,Above the Break 3,-128,226,0
Jabari Parker,Milwaukee Bucks,Pullup Jump shot,Mid-Range,-40,203,1
Jabari Parker,Milwaukee Bucks,Jump Shot,Above the Break 3,148,201,0
Jabari Parker,Milwaukee Bucks,Jump Shot,Above the Break 3,-79,252,0
Jabari Parker,Milwaukee Bucks,Turnaround Fadeaway shot,In The Paint (Non-RA),16,82,0
Jabari Parker,Milwaukee Bucks,Running Layup Shot,Restricted Area,-6,17,0
Jabari Parker,Milwaukee Bucks,Cutting Dunk Shot,Restricted Area,-4,17,1
Jabari Parker,Milwaukee Bucks,Jump Shot,Right Corner 3,232,6,1
Jabari Parker,Milwaukee Bucks,Jump Shot,Right Corner 3,222,60,1
Jabari Parker,Milwaukee Bucks,Jump Shot,Above the Break 3,-188,176,0
Jabari Parker,Milwaukee Bucks,Jump Shot,Above the Break 3,198,144,0
Jabari Parker,Milwaukee Bucks,Running Layup Shot,Restricted Area,0,-1,1
Jabari Parker,Milwaukee Bucks,Putback Dunk Shot,Restricted Area,0,17,1
Jabari Parker,Milwaukee Bucks,Jump Shot,Above the Break 3,165,184,0
Jabari Parker,Milwaukee Bucks,Driving Layup Shot,Restricted Area,14,0,0
Jabari Parker,Milwaukee Bucks,Pullup Jump shot,Mid-Range,-101,148,1
Jabari Parker,Milwaukee Bucks,Cutting Layup Shot,Restricted Area,-37,6,0
Jabari Parker,Milwaukee Bucks,Running Dunk Shot,Restricted Area,1,15,1
Jabari Parker,Milwaukee Bucks,Jump Shot,Above the Break 3,136,218,1
Jabari Parker,Milwaukee Bucks,Jump Shot,Mid-Range,-152,-11,0
Jabari Parker,Milwaukee Bucks,Putback Layup Shot,Restricted Area,3,-4,1
Jabari Parker,Milwaukee Bucks,Pullup Jump shot,Above the Break 3,-134,230,0
Jabari Parker,Milwaukee Bucks,Putback Layup Shot,Restricted Area,11,23,0
Jabari Parker,Milwaukee Bucks,Jump Shot,Above the Break 3,-198,165,0
Jabari Parker,Milwaukee Bucks,Driving Layup Shot,Restricted Area,16,12,1
Jabari Parker,Milwaukee Bucks,Pullup Jump shot,In The Paint (Non-RA),-49,17,0
Jabari Parker,Milwaukee Bucks,Pullup Jump shot,Mid-Range,-95,10,0
Jabari Parker,Milwaukee Bucks,Pullup Jump shot,Mid-Range,-185,35,1
Jabari Parker,Milwaukee Bucks,Turnaround Bank Hook Shot,In The Paint (Non-RA),44,68,1
Jabari Parker,Milwaukee Bucks,Driving Layup Shot,Restricted Area,11,8,1
Jabari Parker,Milwaukee Bucks,Running Layup Shot,Restricted Area,-29,-2,0
Jabari Parker,Milwaukee Bucks,Jump Shot,Mid-Range,-117,136,0
Jabari Parker,Milwaukee Bucks,Jump Shot,Mid-Range,136,136,1
Jabari Parker,Milwaukee Bucks,Jump Shot,Above the Break 3,123,226,0
Ian Clark,New Orleans Pelicans,Jump Shot,Above the Break 3,157,197,1
Ian Clark,New Orleans Pelicans,Turnaround Jump Shot,Mid-Range,14,142,0
Ian Clark,New Orleans Pelicans,Pullup Jump shot,Mid-Range,-77,154,1
Ian Clark,New Orleans Pelicans,Turnaround Jump Shot,Mid-Range,87,8,1
Ian Clark,New Orleans Pelicans,Jump Shot,Above the Break 3,114,231,1
Ian Clark,New Orleans Pelicans,Driving Floating Jump Shot,In The Paint (Non-RA),1,41,0
Ian Clark,New Orleans Pelicans,Pullup Jump shot,Mid-Range,35,156,0
Ian Clark,New Orleans Pelicans,Jump Shot,Mid-Range,157,3,0
Ian Clark,New Orleans Pelicans,Pullup Jump shot,Above the Break 3,-54,298,1
Ian Clark,New Orleans Pelicans,Step Back Jump shot,Above the Break 3,-27,280,0
Ian Clark,New Orleans Pelicans,Jump Shot,Above the Break 3,-6,283,1
Ian Clark,New Orleans Pelicans,Running Pull-Up Jump Shot,Mid-Range,-29,140,0
Ian Clark,New Orleans Pelicans,Step Back Jump shot,Mid-Range,-212,-4,0
Ian Clark,New Orleans Pelicans,Jump Shot,Right Corner 3,233,13,0
Ian Clark,New Orleans Pelicans,Running Pull-Up Jump Shot,Mid-Range,-36,148,1
Ian Clark,New Orleans Pelicans,Pullup Jump shot,In The Paint (Non-RA),76,127,0
Ian Clark,New Orleans Pelicans,Driving Floating Jump Shot,In The Paint (Non-RA),-6,75,1
Ian Clark,New Orleans Pelicans,Jump Shot,Above the Break 3,191,179,0
Ian Clark,New Orleans Pelicans,Jump Shot,Left Corner 3,-232,-6,0
Ian Clark,New Orleans Pelicans,Jump Shot,Above the Break 3,-92,245,1
Ian Clark,New Orleans Pelicans,Jump Shot,Mid-Range,12,193,0
Ian Clark,New Orleans Pelicans,Layup Shot,Restricted Area,33,5,1
Ian Clark,New Orleans Pelicans,Jump Shot,Right Corner 3,232,-2,0
Ian Clark,New Orleans Pelicans,Jump Shot,Left Corner 3,-221,-17,0
Ian Clark,New Orleans Pelicans,Turnaround Jump Shot,Mid-Range,122,67,0
Ian Clark,New Orleans Pelicans,Driving Floating Jump Shot,Mid-Range,-92,22,1
Ian Clark,New Orleans Pelicans,Layup Shot,Restricted Area,-20,27,0
Ian Clark,New Orleans Pelicans,Jump Shot,Above the Break 3,145,227,0
